sku,store,attribute_set,type,category,root_category,product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,meta_title,minimal_price,msrp,name,thumbnail,thumbnail_label,short_description,price,special_price,btw,qty,grape,wine_year,,type_of_wine,wine_region,wine_appellation,wine_chateau,wine_classification,wine_drinkstaduim,wine_flavor_type,wine_score,wine_resources_score,weight,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
116,,Default,simple,Wijnen,Root Catalog,base,,,Frankrijk,,,,,,"Glinsterend helder met een gouden gloed. Verfijnde bloemige neus met een vleugje perzik en honing. Vol, krachtig en zacht van smaak met een vleugje frisse appel in de lange, verfrissende finale. Samenstelling: 65% grenache blanc, 15% clairette, 5% bourboulenc en 5% roussanne. Lichte houtrijping. Vanouds de Zwaan is sinds 2012 de importeur van Cellier des Princes in Nederland. Al sinds 1924 zijn zij de enige coöperatieve wijnmaker in het Châteauneuf du Pape gebied.",,,,Châteauneuf du Pape Blanc - Cellier des Princes,,,"Bijzondere witte wijn van overwegend grenache blanc. Vol, krachtig en zacht van smaak met volop exotisch fruit. Ontdek deze wijn bij mediterrane gerechten.",15.95,,21,27,"Grenache Blanc, Clairette, Bourboulenc, Roussanne",2010,,Wit,Côtes du Rhône,Châteauneuf du Pape,Cellier des Princes,,Op dronk,"Weelderig, licht zoet",,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,Tweede wijn van Château Brown.,,,,La Pommeraie de Brown - Pessac-Léognan,,,Mooi fruitige neus met met nuances van steenfruit en kruiden; vol en soepel met rode en zwarte bessen,15.95,,21,12,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",2009,,Rood,Bordeaux,Pessac-Léognan,Château Brown,,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Een wijn met een romige, mooie volle kleur, een kruidige neus met nuances van vanille, eikenhout en bramen; in de mond vol en soepel, volop bessen en licht droppig. Een zachte nadronk, vol van smaak met een licht zuurtje. ",,,,Château de Roquefort - Saint-Émilion Grand Cru,,,De tweede wijn van Château Tertre Daugay Grand Cru Classé. Een domein met een eeuwenoude geschiedenis en in handen van Comte de Malet Roquefort. ,17.65,,21,36,"Merlot, Cabernet Franc",2008,,Rood,Bordeaux,Saint-Émilion Grand Cru,Château Tertre Daugay,Tweede wijn,Op dronk,Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Diep donkerrood van kleur. Expressieve neus met aroma's van rijp rood fruit met boeiende nuances van laurier, kaneel, leer en een vleugje munt. Dik, rijk en mondvullend met complexe indrukken van kersen en pruimen. Ondanks de jonge leeftijd al helemaal geen harde kantjes meer. Médaille d’Or Feminalise 2011 & Beaune 2011. Vanouds de Zwaan is sinds 2012 de importeur van Cellier des Princes in Nederland. Al sinds 1924 zijn zij de enige coöperatieve wijnmaker in het Châteauneuf du Pape gebied.",,,,Châteauneuf du Pape Rouge Cellier des Princes,,,"Schitterende cru uit de Rhône. Breedgeschouderde wijn, vol en krachtig, waarin de Provençaalse zomerzon opgeslagen lijkt te zijn. Verschillende gouden medailles op het palmares.",17.95,,21,46,"Grenache, Mourvèdre, Syrah",2010,,Rood,Côtes du Rhône,Châteauneuf du Pape,Cellier des Princes,,"Op dronk, tenminste houdbaar tot 2017",Krachtig en complex,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Mooie, donkerrode kleur met een neus van gedroogd fruit en natte bosgrond; in de mond romig en rond, met donker fruit en een fris zuurtje in de afdronk.

",,,,Château du Couvent - Pomerol,,,"Tweede wijn van Château Clos René. Dit domein van Pierre Lasserre en zijn kleinzoon Jean-Marie Garde produceert mooie kwaliteitswijnen, waar Robert Parker van zegt 'well-made, as usual'. ",18.6,,21,15,Merlot,2009,,Rood,Bordeaux,Pomerol,Château Clos René,,Op dronk,Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,Default,simple,Wijnen,Root Catalog,base,,,Frankrijk,,,,,,"Tweede wijn van Château Cantenac Brown – Troisième Grand Cru Classé. Gebouwd in de eerste helft van de negentiende eeuw en bekend om zijn elegante wijnen met een mooi bouquet en finesse, waarin de frisse en rijke natuur van Margaux is samengebracht met de charmante kwaliteiten van Saint Julien.",,,,Brio de Cantenac Brown - Margaux,,,Fraaie neus van zwart fruit met een vleugje getoast brood; de zachte kruidige inzet wordt gevolgd door een subtiel spel van soepele tannines en een mooie frisheid. Een heerlijke Margaux om nu al te drinken.,18.85,,21,15,"Cabernet Sauvignon, Merlot, Cabernet Franc",2007,,Rood,Bordeaux,Margaux,Château Cantenac Brown,Tweede wijn,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Château Phélan-Ségur is het werk van een Ierse ondernemer die zich in Saint-Estèphe heeft gevestigd - Frank Phélan. In deze tweede wijn die naar hem vernoemd is vinden we nuances van bosgrond, eiken, zwarte bessen en een vleugje aarde; hij is zacht en rond in de mond en heeft een verfijnde lange afdronk.
",,,,Frank Phélan - Saint Estèphe,,,"Frank Phélan is niet alleen een schitterende Saint Estèphe, maar ook de naam van een opmerkelijke wijnboer, een Ierse ondernemer die zich in Saint-Estèphe heeft gevestigd.",19.5,,21,24,"Cabernet Sauvignon, Merlot, Cabernet Franc",2008,,Rood,Bordeaux,Saint Estèphe,Château Phélan-Ségur,Tweede wijn,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Mooie diep paarse kleur. Zuivere neus met aroma's van donker fruit. Veel concentratie in de smaak, soepel en aanhoudend. Goed evenwicht tussen fruit, tannine, lichte drop aroma’s en florale tonen. Samenstelling: 55% merlot, 25% cabernet sauvignon, 15% cabernet franc en 5% petit verdot. 15 maanden gerijpt op eiken vaten.",,,,Château Tour des Termes - Saint Estèphe,,,Al 5 generaties wordt er door de familie Anney een Cru Bourgeois gemaakt in Saint Estèphe die ons verrast door de zeer gunstige prijs/kwaliteitverhouding. ,18.95,,21,12,"Merlot, Cabernet Sauvignon, Cabernet Franc, Petit Verdot",2008,,Rood,Bordeaux,Saint Estèphe,Château Tour des Termes 2008,,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,Default,simple,Wijnen,Root Catalog,base,,,Frankrijk,,,,,,Tweede wijn Château Suduiraut – Grand Cru Classé ,,,,Les Lions de Suduiraut - Sauternes,,,"Mooi frisse en fruitige dessertwijn, mooi zoet dankzij de ‘edele rotting’ maar met minder restsuiker dan gebruikelijk.",19.85,,21,6,"Sauvignon Blanc, Sémillon",2009,,Wit,Bordeaux,Sauternes,Château Suduiraut,Tweede wijn,"Op dronk, nog zeker 10 jaar op te leggen",Zoet en dessertwijn,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,Default,simple,Wijnen,Root Catalog,base,,,Frankrijk,,,,,,"Een genereuze levendige champagne met een rijpe lange en vorstelijke finale. De derde generatie van de familie Baron - drie zussen - zet in Charly sur Marne een champage neer die zich moeiteloos kan meten met de grote namen. Hun champagnes zijn samengesteld uit 3 druivenvariëteiten (chardonnay, pinot noir en pinot meunier), een melange waarmee het huis zeer succesvol is. Bij Baron Albert verlaat geen fles de kelder voordat hij 3 tot 4 jaar zorgvuldig is opgevoed.",,,,Champagne Baron Albert Carte d'Or Brut,,,"De huischampagne van Vanouds de Zwaan. Heerlijk droog met een fijne mousse. Het Champagnehuis Baron Albert is al 3 generaties stevig geworteld op de kalkachtige, zonovergoten hellingen van Grand Porteron.",19.95,,21,6,"Chardonnay, Pinot Noir, Pinot Meunier",,,Mousserend,Champagne,,Baron Albert,,Op dronk,Fris en droog,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Tweede wijn Château Giscours – Troisième Grand Cru Classé. Dit grote chateau ligt op 20 kilometer van Bordeaux; het oorspronkelijke terroir ligt op drie belangrijke heuveltoppen, waarvan de Cantelaude-kam oost/west georiënteerd is wat een ideale richting is voor maximale zonneschijn, waardoor de wijnen veel concentratie hebben en een gespierde rijke opbouw met veel tannines.",,,,La Sirène de Giscours - Margaux,,,"Deze wijn ademt een verleidelijk aroma van rood, rijp fruit begeleid met wat vleugjes menthol. De mond is soepel, fruitig en elegant met een frisse en kruidige afdronk.",21.95,,21,10,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",2007,,Rood,Bordeaux,Margaux,Château Giscours,Tweede wijn,"Op dronk, nog enkele jaren op te leggen",Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Dit landgoed is eigendom van de familie Delon, die ook Léoville Las Cases en Potensac bezitten. Een ideale ligging ten opzichte van de zon zorgt voor perfecte omstandigheden voor de rijping van de druiven. Neus van zwarte kersen, pruim en kreupelhout; in de mond weelderig met een sappige textuur en zoete tannines.",,,,La Fugue de Nénin - Pomerol,,,"Een geweldige Pomerol, zeer robuust, warm en zeer aromatisch. ",21.95,,21,21,"Merlot, Cabernet Franc",2006,,Rood,Bordeaux,Pomerol,Château Nénin,Tweede wijn,Op dronk,Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Zeer rijke en volle structuur, 11 maanden op eikenhout gerijpt, neus van vanille, stokbrood, rijp fruit en boter; in de mond tonen van perzik, amandel en vanille. Het familiebedrijf Charles Ninot ligt 7 kilometer ten zuidwesten van Beaune en is slechts 6 ha. groot. Charles Ninot legt zich toe op de productie van moderne, goede wijnen met behoud van de traditionele smaak van Bourgogne. Dat hij daar zeer goed in slaagt blijkt wel uit zijn verkiezing in 2001 tot één van de 500 beste wijnproducenten van Frankrijk.",,,,Meursault Charles Ninot,,,"Charles Ninot is een familiebedrijf in het hart van de Bourgogne. Hun Meursault is een absolute topper, een krachtige en rijke chardonnay dankzij de rijping op eikenhout.",22.95,,21,10,Chardonnay,2011,,Wit,Bourgogne,Meursault,Charles Ninot,,"Op dronk, nog zeker enkele jaren op te leggen",Romig en elegant,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,Default,simple,Wijnen,Root Catalog,base,,,Frankrijk,,,,,,"Tweede wijn Château Grand-Puy Ducasse – Cinquième Grand Cru Classé. Robijnrood met tinten van violet. Een droomboeket met cassis en cacaoboter. Fijn, vrouwelijk en vol betoverende vruchtcomponenten. ",,,,Prélude à Grand-Puy Ducasse - Pauillac,,,Geweldige Pauillac met een gelaagdheid als een ontdekkingsreis.,23.5,,21,33,"Cabernet Sauvignon, Merlot",2008,,Rood,Bordeaux,Pauillac,Château Grand-Puy Ducasse,Tweede wijn,"Begint op dronk te komen, tenminste houdbaar tot 2020",Krachtig en complex,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"De wijngaard van Prieuré in Margaux werd bijna vier eeuwen geleden aangeplant door monniken of Priors van Cantenac. De wijnen van dit chateau ademen de kenmerken van het terroir, elegant en verfijnd. Confidences is de tweede wijn van Grand Cru château Prieuré-Lichine.",,,,Confidences de Prieuré-Lichine - Pauillac,,,Een mooi gemaakte Margaux uit het topjaar 2009 met een kern van sappige pruim en zwarte kersen. Zacht en rond tot in de afdronk.,23.95,,21,3,"Cabernet Sauvignon, Merlot",2009,,Rood,Bordeaux,Margaux,Château Prieuré-Lichine,Tweede wijn,"Begint op dronk te komen, tenminste houdbaar tot 2020",Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Château de Rayne Vigneau is een Premier Grand Cru Classé uit Sauternes. In de ochtendnevel van de rivier de Ciron ondergaan de druiven in Sauternes een zogenaamde edele rotting. De individuele druiven worden handmatig geplukt als ze voldoende aangetast zijn om er een heerlijk zoete, nectar-achtige wijn van te maken die toch haar frisheid behoudt in de afdronk. Bijzonder genieten!",,,,"Château de Rayne Vigneau - Sauternes 0,5 liter",,,"Een top Grand Cru uit Sauternes, nu mooi op dronk. Een schitterend alternatief voor port bij kaasplank of dessert, in fles van 0,5 liter.",24.5,,21,28,"Sauvignon Blanc, Sémillon",1999,,Wit,Bordeaux,Sauternes,Château de Rayne Vigneau,Grand Cru,Op dronk,Zoet en dessertwijn,88,Parker,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,Tweede wijn Château Talbot – Quatrième Grand Cru Classé. Een landgoed met een rijke geschiedenis en één van de oudste Crus Classés in Medoc. Altijd met strakke hand geleid op kwaliteit en zuiverheid. De wijnen hebben een rijk bouquet en smaak en een bijzondere elegantie.,,,,Connétable Talbot - Saint Julien,,,"Aangename neus met zwart fruit, een vleugje soja en Aziatische kruiden; soepele tannines, lange kruidige afdronk.",25.2,,21,30,"Cabernet Sauvignon, Merlot",2009,,Rood,Bordeaux,Saint Julien,Château Talbot,Tweede wijn,"Begint op dronk te komen, nog zeker enkele jaren op te leggen",Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,Default,simple,Wijnen,Root Catalog,base,,,Frankrijk,,,,,,"Deze schitterende Condrieu kan jong gedronken worden maar kan ook zeker 6 jaar opgelegd worden. Verpakt in dozen van 3 flessen. Flonkerend lichtgeel in het glas, met een rijke volle neus, een zeer soepele en ronde structuur en zeer lage zuurgraad. Heerlijk bij zoetwatervis, Aziatische keuken, asperges, foie gras, geitenkaas of als aperitief.",,,,Alain Paret Lys de Volan - Condrieu,,,De wijngaard van deze Lys de Volan ligt op granietrijke terrassen in de vorm van een amfitheater. Als iedere Condrieu 100% viognier. Een imposante en onvergelijkbare witte wijn uit de Rhône. ,26.95,,21,30,Viognier,2011,,Wit,Côtes du Rhône,Condrieu,Alain Paret,,"Op dronk, tenminste houdbaar tot 2017",Romig en elegant,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Het chateau grenst aan chateau Cantenac Brown en Brane-Cantenac in het noorden, en Giscours in het oosten, en is gelegen op één van de hoogste heuvels in de Médoc; de wijnen hebben veel finesse en zijn uitzonderlijk door hun prachtige kleuren en hun geparfumeerde aromatische smaak. Deze Cinquième Grand Cru Classé uit 2007 heeft 88 Parker punten.",,,,Château du Tertre - Margaux Grand Cru Classé,,,"Een Loire-achtige neus; zoete inzet, soepel in de mond met een vleugje donkere chocolade rondom rijp zwart fruit.",30.95,,21,7,"Cabernet Sauvignon, Merlot, Cabernet Franc",2007,,Rood,Bordeaux,Margaux,Château du Tertre,Grand Cru,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Gekonfijte citrus, gember en minerale aroma's integreren goed met de lichte, elegante structuur. Elegante champagne, van inzet tot aan de lange afdronk. Laurent-Perrier is gevestigd in het pittoreske dorpje Tours-sure-Marne - een ideale locatie op het kruispunt van de drie belangrijkste subregio's in de Champagne: Montagne de Reims, Vallée de la Marne en Côte des Blancs. Laurent-Perrier, opgericht in 1812, is nu het grootste Champagne merk in familiebezit en staat bekend om de elegantie van haar champagnes.",,,,Champagne Laurent Perrier Brut L-P,,,"Eén van de bestverkochte champagnes ter wereld, stijlvol en elegant met een historie die teruggaat tot 1812.",38.45,,21,8,"Chardonnay, Pinot Noir, Pinot Meunier",,,Mousserend,Champagne,,Laurent Perrier,,Op dronk,Fris en droog,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,Default,simple,Wijnen,Root Catalog,base,,,Frankrijk,,,,,,"Neus van zoethout, geroosterde kruiden, zoete kersen en bloemen; geweldig zacht, fruitig en soepel, heerlijk! Château Cantemerle staat bekend om zijn elegante, verfijnde wijnen – soms omschreven door wijnschrijvers als “Margaux stijl” – waarin cabernet sauvignon de boventoon voert. Sinds oogstjaar 2005 scoort Cantemerle louter topwaarderingen van de wijncritici. Deze tweede wijn wordt op dezelfde wijze gemaakt als zijn grote broer maar van de wat jongere wijnstokken op het château. Granaatrood van kleur. Een bouquet van rijp bosfruit met een vleugje zwarte bessen. Weelderig en verfijnd van smaak. Vol en  zacht in de mond met een vleugje vanille dankzij 12 maanden opvoeding op frans eiken. Samenstelling: 61% cabernet sauvignon, 29% merlot, 10% cabernet franc. 
",,,,Château Cantemerle - Haut-Médoc Grand Cru Classé,,,"Château Cantemerle staat bekend om zijn elegante, verfijnde wijnen – soms omschreven door wijnschrijvers als “Margaux stijl”. Uit topjaar 2005, 90 parkerpunten.",39.95,,21,18,"Cabernet Sauvignon, Merlot, Cabernet Franc",2005,,Rood,Bordeaux,Haut-Médoc,Château Cantemerle,Grand Cru,"Op dronk, tenminste houdbaar tot 2020",Vol en soepel,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,Default,simple,Wijnen,,,,,Frankrijk,,,,,,"Een grote, vlezige rosé, zeer Pinot Noir-achtig, met blad, kersen en aarde accenten gekoppeld aan een stevige, gespierde structuur; heeft warmte en persoonlijkheid, met een langgerekte afdronk. Laurent-Perrier is gevestigd in het pittoreske dorpje Tours-sure-Marne - een ideale locatie op het kruispunt van de drie belangrijkste subregio's in de Champagne: Montagne de Reims, Vallée de la Marne en Côte des Blancs. Laurent-Perrier, opgericht in 1812, is nu het grootste Champagne merk in familiebezit en staat bekend om de elegantie van haar champagnes.",,,,Champagne Laurent Perrier Cuvée Rosé,,,"Zeer feestelijke rosé champagne in een schitterende klassieke fles, gemaakt van 100% pinot noir.",59.95,,21,13,Pinot Noir,,,Mousserend,Champagne,,Laurent Perrier,,Op dronk,Romig en elegant,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Root Catalog,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Root Catalog,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Root Catalog,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Root Catalog,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Root Catalog,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Root Catalog,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Root Catalog,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Root Catalog,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Root Catalog,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Root Catalog,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
